Comment,Label,Language
এখন সব ভাল সাজার পাইতারা..রাস্তাই মানুষ মরে আর তোরা পলাইস তাই তো..সব হালাই তলে তলে টেম্মু চালায়😂,Negative,BANGLA
নাটক করা বন্ধ কর তুমি কি করছ তা জনতা জানে,Negative,BANGLA
সব ধান্দা বাজরা ইউটিউব এ আইসা ফাইজলামি শুরু করছে,Negative,BANGLA
সবগুলা চামচা😆এইগুলা না কি কনটেন্ট ক্রিয়েটার? মানুষ এর রুচির অভাবে এদের ভিডিও দেখে😆😆,Negative,BANGLA
নাটক কম করেন 😂😂😂,Negative,BANGLA
ভুয়া,Negative,BANGLA
সালা বাটপার খাটা বান্দর,Negative,BANGLA
আগে গাড়িতে নৌকা লাগাই ঘুরতো এখন পল্টি মারতেছে,Negative,BANGLA
হাতি গাথায় পড়লে চামচিকাতেও লাথি মারে,Negative,BANGLA
সুলাইমান সুখন মাদারবোর্ড ❤❤,Negative,BANGLA
নাটক কম করো প্রিয় 😂,Negative,BANGLA
কালপ্রিট গুলারে এখন ডিম থেরাপি হউক,Negative,BANGLA
আফ্রিদি আওয়ামী লীগের বিখ্যাত দালাল ওর শাস্তি হোক,Negative,BANGLA
"বা**ল দিছে হুমকি,,,এখনত বাচতে,,, রাস্তায় মার খাবে বাড়ি থেকে বের হলে তাই এখন বুঝাইতেছে,,,এক মাএ বলদ পাবলিক রাই বুছবে তার মিথ্যা কে প্রছরয় 😅😅😅",Negative,BANGLA
সোলায়মান সুখন আর তৌহিদ আফ্রিদিকে গ্রেফতারের দাবি জানাচ্ছি,Negative,BANGLA
প্রই প্রই কটে হিসাব নিব 😊,Negative,BANGLA
সালারা হলো দালাল,Negative,BANGLA
আগে প্রমাণ দেখাও। নাটক কম করো প্রিয়।😅,Negative,BANGLA
"এর সাথে সময় টিভিও জড়িত,  তারাও তো সারাজীবন সরকারের বোদা চাটছে",Negative,BANGLA
তৌহিদ আফ্রিদিরে আইনের আওতায় আনার দাবী জানাচ্ছি,Negative,BANGLA
আফ্রিদিকে গ্রেপ্তার করা হোক,Negative,BANGLA
প্রিয় rs fahim ভাই,Positive,BANGLA
"তৌহিদ আফ্রিদী নি:সন্দেহে ছিলো স্বৈরাচারীদের দালাল, যারা একমত তারা লাইক দিন",Negative,BANGLA
যে টাকা  গুলো  উদদ্যার করেছে  ছাত্ররা ঐ গুলো  দিয়ে  বন্যার মানুষের  সাহায্যে  করুক  টাকা  গুলো  দিয়ে  😊😊😊,Positive,BANGLA
সবে মিলে করি কাজ হারি জিতি নাহি লাজ✊ 😀,Positive,BANGLA
"সবে মিলে করি কাজ,
 হারি জিতি নাহি লাজ 😀",Positive,BANGLA
সবে মিলে করি কাজ হারি জিতি নাহি লাজ 😀😀,Positive,BANGLA
"Dr. Unus sir বাংলাদেশ  ও জাতির স্বার্থে আপনার দীর্ঘ জীবন কামনা করি।
আলহামদুলিল্লাহ। সকল অপরাধীকে গ্রেফতার করে দৃষ্টান্ত মূলক শাস্তি দিতে হবে। ইনশাল্লাহ অপরাধীদের দ্রুত বিচার করা হবে বলে আমি মনে করি।",Positive,BANGLA
এগিয়ে জান ডক্টর ইউনুস আপনার বয়সে বাংলার জনগণ আছে.,Positive,BANGLA
"আমার, নতুন করে, ফারাক্কা বাদ দিতে চায়",Positive,BANGLA
পিছনে আসিফকে অনেক ভাল লাগছে😊😊,Positive,BANGLA
একতা ✊,Positive,BANGLA
সারের মুখে সবসময়ে হাসি থাকে ❤,Positive,BANGLA
ইনশাআল্লাহ,Positive,BANGLA
"আপনি এগিয়ে যান, বাংলাদেশের মানুষ  আছে আপনার পাশে, ইনশাআল্লাহ",Positive,BANGLA
আমি কোনো রাজনীতি করিনা তবে এই লোক টারে কেনো জানি আমার অনেক ভালো লাগে 🥰🥰,Positive,BANGLA
"আমরা চাকরি প্রার্থী নয় আমরা চাকরী দাতা,,,মহামূল্যবান কথা",Positive,BANGLA
ড.মুহাম্মদ ইউনূস স্যার কথা অনেক  সুন্দর ধন্যবাদ স্যার আল্লাহ্ আপনাকে নেক হায়াত বাড়িয়ে দিন আমীন ।💙💙💙💙💙💙,Positive,BANGLA
"হে আল্লাহ হে রব হে মালিক হে রহমান হে রাহিম তুমার এই নামের উচিলায় বাংলাদেশ কে হেফাজত বন্যার পানি তেকে আর আমাদের দেশের প্রধান ডাঃ ইউনুস চ্যার কে ভালো রেকো সুস্ত্য রেকো যেন দেশের জন্য ভালো কিচু করতে পারেন,,,, শুদু দয়া চাই তুমার তুমার রহম চাই মালিক আল্লাহ তুমি সব কিচুর মালিক সকল শক্তির অধিকারি তুমি আল্লাহ তুমি হৈপাজত করিও মালিক,,,, আমিন আমিন চুম্মা আমিন, 😭🤲😭🤲😭",Positive,BANGLA
